Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Banda ancha fija,Dial up,Total,Accesos por cada 100 hogares
2019,3,Capital Federal,104,368,269704,120924,138011,258591,655108,0,1437734,3477,1442810,112.65
2019,3,Catamarca,34,43,14449,9285,6333,72,15,2151,32391,9,32382,30.88
2019,3,Chaco,69,1216,32764,28198,13336,12987,16740,6917,114438,13,112227,35.85
2019,3,Chubut,74,840,62680,13033,7171,1240,614,4500,87481,1524,90152,47.57
2019,3,Córdoba,83,5824,240151,106651,118486,146247,157546,7353,782946,107,782341,68.59
2019,3,Corrientes,10,597,42231,29628,10348,10388,12674,4780,112749,10,110656,38.49
2019,3,Entre Ríos,19,4446,99656,56161,17064,21216,22645,15107,238057,45,236314,57.9
2019,3,Formosa,1110,349,24943,6049,7117,2262,4443,100,46066,0,46373,30.11
2019,3,Jujuy,27,885,31722,9240,26835,56,3671,16545,86575,1,88981,44.32
2019,3,La Pampa,237,3289,75849,5922,1611,1359,941,1618,90559,269,90826,77.45
2019,3,La Rioja,9,10,38657,4786,4887,22,1307,0,49659,18,49678,47.94
2019,3,Mendoza,21,1269,206821,2958,10093,1263,349,0,223015,1322,222774,40.74
2019,3,Misiones,47,1928,43530,29375,11256,16107,16650,12206,133883,0,131099,39.33
2019,3,Neuquén,45,2258,62909,4586,9597,16923,28458,122,123435,1986,124898,64.14
2019,3,Río Negro,47,1234,87435,2348,9779,10176,15505,17719,143391,904,144243,63.42
2019,3,Salta,49,900,43160,62230,14309,11418,12357,7515,151834,1,151938,44.48
2019,3,San Juan,22,171,68315,2245,1267,41,128,4779,72535,563,76968,37.06
2019,3,San Luis,57,100,18643,5113,467,62242,5,36075,122409,291,122702,85.23
2019,3,Santa Cruz,28,84,31612,4472,1203,27,4,0,37642,328,37430,35.63
2019,3,Santa Fe,640,8184,242454,193286,107068,84325,97082,19537,760706,228,752576,68.87
2019,3,Santiago Del Estero,39,1832,35554,55172,3612,86,1836,34501,133130,2,132632,55.3
2019,3,Tierra Del Fuego,6,14,32133,4692,1756,82,226,9648,48043,544,48557,96.46
2019,3,Tucumán,16,110,71043,47693,24354,843,20385,0,164099,32,164444,39.49
2019,2,Buenos Aires,199768,46852,1436259,217785,438663,502275,985767,43438,3845594,10104,3870807,67.85
2019,2,Capital Federal,74,1027,281370,124087,239691,296155,475991,0,1412177,3443,1418395,110.55
2019,2,Catamarca,34,43,16631,8670,6049,34,10,2151,33626,9,33622,32.13
2019,2,Chaco,69,1383,38488,26431,16789,15348,9904,1492,108721,13,109904,34.14
2019,2,Chubut,66,3952,69032,10049,1495,74,165,4500,86038,1518,89333,46.99
2019,2,Córdoba,81,8165,248427,100512,157458,170159,76053,8938,775023,105,769793,68.07
2019,2,Corrientes,10,3012,40424,27774,13114,11928,7119,6080,111539,10,109461,38.16
2019,2,Entre Ríos,18,5905,100687,52316,23196,24221,10664,17206,235780,44,234213,57.48
2019,2,Formosa,1110,349,26512,5399,8384,2639,2258,100,46438,0,46751,30.42
2019,2,Jujuy,27,940,26233,8441,26700,27,2600,21765,86706,1,86733,44.51
2019,2,La Pampa,236,3289,75406,5191,1366,1445,629,2661,89937,268,90223,77.08
2019,2,La Rioja,9,11,39819,4297,4857,13,1298,0,50283,18,50304,48.7
2019,2,Mendoza,20,2522,205165,2971,10092,1256,234,0,222535,1322,222260,40.75
2019,2,Misiones,47,2226,45769,27385,15408,18882,8129,12206,132878,0,130052,39.15
2019,2,Neuquén,302,3038,61776,4688,17318,21210,14132,422,120954,1999,122886,63.08
2019,2,Río Negro,384,1354,86366,2201,10291,12407,6907,18519,137632,915,138429,61.09
2019,2,Salta,49,974,59638,36923,16961,14059,6461,7585,142567,1,142650,41.89
2019,2,San Juan,22,213,60913,2177,785,7,4,6119,69461,564,70240,35.6
2019,2,San Luis,57,102,16575,4964,467,57236,5,37977,117094,291,117383,81.79
2019,2,Santa Cruz,25,84,24861,3806,1202,28,4,0,30225,325,30010,28.85
2019,2,Santa Fe,321,8427,300124,125176,129741,100131,49865,22323,743258,226,736108,67.42
2019,2,Santiago Del Estero,39,1832,63268,21362,3741,108,1205,34501,126752,2,126056,52.79
2019,2,Tierra Del Fuego,6,123,41824,4241,1573,96,32,0,46910,544,47895,94.8
2019,2,Tucumán,16,157,78891,44296,24291,628,18394,0,166299,32,166673,40.14
2019,1,Buenos Aires,162513,72296,1429964,202511,576428,576859,705769,6369,3736563,10104,3732709,66.24
2019,1,Capital Federal,74,7417,283787,131007,330122,365713,283463,0,1396157,3443,1401583,109.2
2019,1,Catamarca,34,1708,18761,6443,5606,29,7,2151,33613,9,34739,32.19
2019,1,Chaco,69,3801,38719,25632,18965,12393,6368,1035,103664,13,106982,32.64
2019,1,Chubut,66,3938,71077,6571,787,74,165,0,78260,1518,82678,43.0
2019,1,Córdoba,81,20403,242769,96997,200681,127965,50716,6806,744010,105,746418,65.52
2019,1,Corrientes,10,6470,38402,26562,15498,9688,5029,0,102477,10,101659,35.13
2019,1,Entre Ríos,18,9217,107013,50068,28957,18146,7619,12142,232403,44,233180,56.79
2019,1,Formosa,1110,3023,23085,5301,9027,2099,1654,0,45211,0,45299,29.68
2019,1,Jujuy,27,2817,30727,7811,4021,30,1141,37162,90146,1,83736,46.41
2019,1,La Pampa,236,8327,70538,4466,1061,1354,405,698,88892,268,87085,76.35
2019,1,La Rioja,9,1169,40285,4088,5216,17,869,0,51638,18,51653,50.18
2019,1,Mendoza,20,1786,205383,2837,5702,111,140,0,204976,1322,215979,37.66
2019,1,Misiones,47,5946,45266,25890,19111,16552,5167,7654,122720,0,125633,36.26
2019,1,Neuquén,1328,3055,52360,1781,21452,17135,11026,6105,112321,2056,114242,58.88
2019,1,Río Negro,384,1583,84845,2037,13615,9567,5076,3719,120173,915,120826,53.57
2019,1,Salta,49,4232,59244,36473,22910,10861,2242,1,136019,1,136012,40.1
2019,1,San Juan,22,229,62380,266,520,3,2,560,61881,564,63982,31.83
2019,1,San Luis,57,120,21380,53214,345,6,2,23577,96044,291,98701,67.34
2019,1,Santa Cruz,25,128,21990,2731,702,26,4,0,24580,325,25606,23.67
2019,1,Santa Fe,333,29350,296798,122959,153212,74575,36502,18591,736851,227,732320,66.97
2019,1,Santiago Del Estero,39,3372,62895,20691,3959,85,494,0,89851,2,91535,37.52
2019,1,Tierra Del Fuego,6,131,38851,3623,641,80,29,0,45903,544,43361,93.38
2019,1,Tucumán,16,5188,82240,42877,26210,847,14839,0,171970,32,172217,41.63
2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125,3626502,10104,3636606,64.6
2018,4,Capital Federal,74,7388,283281,143309,330496,437662,186810,0,1385577,3443,1389020,108.27
2018,4,Catamarca,34,1669,17955,6425,5461,29,7,2003,33574,9,33583,32.23
2018,4,Chaco,69,3405,36437,25633,18965,12393,6368,0,103257,13,103270,32.59
2018,4,Chubut,66,3917,66061,6215,531,623,165,1144,77204,1518,78722,42.61
2018,4,Córdoba,81,24102,228475,97277,201639,128053,48809,8903,737234,105,737339,65.09
2018,4,Corrientes,10,6438,37376,26562,15498,9688,5029,0,100591,10,100601,34.57
2018,4,Entre Ríos,18,8769,94780,50027,29002,18146,7612,13693,222003,44,222047,54.37
2018,4,Formosa,1110,3074,22962,5285,9027,2092,1654,0,45204,0,45204,29.74
2018,4,Jujuy,27,2803,30727,7811,4021,30,1141,43573,90132,1,90133,46.53
2018,4,La Pampa,241,7727,70508,3661,978,1328,270,923,85368,268,85636,73.49
2018,4,La Rioja,9,1164,40285,4088,5216,17,869,3,51633,18,51651,50.35
2018,4,Mendoza,20,1463,197450,2494,4726,19,132,0,204982,1322,206304,37.76
2018,4,Misiones,47,5981,43267,26019,19226,16566,5167,0,116273,0,116273,34.45
2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287,112309,2056,114365,59.07
2018,4,Río Negro,384,1225,83412,643,13440,9569,5070,3094,115922,915,116837,51.86
2018,4,Salta,49,3659,58492,36365,22910,10861,2242,0,134577,1,134578,39.8
2018,4,San Juan,22,1465,59811,180,312,1,1,606,61834,564,62398,31.9
2018,4,San Luis,57,109,19164,53183,119,62,2,23635,96040,291,96331,67.55
2018,4,Santa Cruz,25,115,23107,779,206,1,4,531,24443,325,24768,23.69
2018,4,Santa Fe,335,31397,276301,121009,152039,74432,36427,28450,720161,229,720390,65.59
2018,4,Santiago Del Estero,39,3250,61347,20127,3686,77,483,326,89333,2,89335,37.4
2018,4,Tierra Del Fuego,6,27,29919,6323,9894,24,67,0,45716,544,46260,93.59
2018,4,Tucumán,16,5244,82089,42766,26111,847,14839,92,171972,32,172004,41.76
2018,3,Buenos Aires,991,80459,1445733,190805,636090,897964,237248,120464,3599714,10563,3609754,64.44
2018,3,Capital Federal,73,8493,287919,147253,370677,415020,165055,0,1385804,6686,1394490,108.45
2018,3,Catamarca,34,1994,18475,6358,5320,34,7,2151,34215,11,34373,32.92
2018,3,Chaco,70,3503,38729,24916,20335,11085,5667,1035,102021,12,105340,32.28
2018,3,Chubut,67,3951,91096,6162,531,623,164,0,101310,2426,102594,56.39
2018,3,Córdoba,81,24767,224471,96372,221984,109333,39854,6490,725764,94,723352,64.24
2018,3,Corrientes,11,6754,38364,24953,16601,8357,4419,0,99445,11,99459,34.25
2018,3,Entre Ríos,18,9048,96095,45651,31353,15111,6786,0,204560,48,204062,50.22
2018,3,Formosa,1110,3365,22624,5259,9336,1729,1434,0,44865,0,44857,29.58
2018,3,Jujuy,345,3020,29048,7756,4066,39,623,0,44934,1,44897,23.26
2018,3,La Pampa,242,8417,68507,3153,920,1189,216,698,83180,244,83342,71.75
2018,3,La Rioja,9,1291,40647,4138,5425,20,339,0,51855,17,51869,50.73
2018,3,Mendoza,20,1525,199297,2476,4727,27,129,0,205545,1484,208201,37.99
2018,3,Misiones,48,5749,39617,24747,21212,14674,4547,0,108042,0,110594,32.1
2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105,114713,2005,115935,60.49
2018,3,Río Negro,409,5221,75929,512,14912,8470,4332,3719,112433,1059,113504,50.54
2018,3,Salta,116,3721,61795,32782,25582,9224,502,0,132882,1,133722,39.43
2018,3,San Juan,22,1326,62525,180,312,3,1,0,63823,658,64369,33.05
2018,3,San Luis,57,109,19170,52940,119,63,2,1902,74121,300,74362,52.35
2018,3,Santa Cruz,26,116,32815,778,206,1,3,0,33565,434,33945,32.73
2018,3,Santa Fe,467,36786,269211,115907,162545,62479,31266,13911,694883,217,692572,63.41
2018,3,Santiago Del Estero,41,2550,60260,19116,3806,64,265,0,86358,2,86102,36.25
2018,3,Tierra Del Fuego,6,187,41569,2270,231,24,13,0,45056,508,44300,92.77
2018,3,Tucumán,16,5993,81559,43282,27062,941,12187,0,171135,31,171040,41.68
2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357,3490134,10565,3502314,62.78
2018,2,Capital Federal,73,9234,290291,219166,445345,264805,142253,0,1362498,6688,1371167,106.53
2018,2,Catamarca,34,2414,14624,6112,4347,36,6,6500,34078,11,34073,32.86
2018,2,Chaco,70,2968,34167,24282,21887,9251,4630,1035,98509,12,98290,31.25
2018,2,Chubut,67,4471,85598,5369,4,5,9,5010,98137,2427,100533,54.9
2018,2,Córdoba,81,21779,219630,102596,244291,78852,34950,8110,712979,94,710289,63.27
2018,2,Corrientes,11,7047,38268,24066,17926,6780,3862,0,97946,11,97960,33.81
2018,2,Entre Ríos,18,8179,94459,44570,34281,12012,5920,0,199937,48,199439,49.2
2018,2,Formosa,1110,3568,22409,5176,9727,1313,1243,0,44554,0,44546,29.43
2018,2,Jujuy,345,3320,29319,8083,3977,44,7,0,45132,1,45095,23.43
2018,2,La Pampa,244,8797,68083,2409,965,969,179,698,82177,244,82344,71.04
2018,2,La Rioja,9,1384,40679,4198,5640,20,15,0,51931,17,51945,50.98
2018,2,Mendoza,20,1658,164596,515,266,17,72,33788,199468,1484,200932,36.97
2018,2,Misiones,48,6092,39489,23569,23747,11888,3866,0,106147,0,108699,31.63
2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105,113842,2006,114668,60.24
2018,2,Río Negro,409,5298,75056,523,16480,6663,3725,3975,111176,1059,112129,50.15
2018,2,Salta,116,3990,61763,33285,28431,7239,182,0,134166,1,135006,39.94
2018,2,San Juan,22,1378,57591,11,0,3,0,5068,63443,658,64073,32.95
2018,2,San Luis,57,101,11992,11,0,7,2,9284,21168,300,21454,15.15
2018,2,Santa Cruz,26,120,28600,655,100,1,3,4267,33970,435,33772,33.33
2018,2,Santa Fe,744,34267,262603,112143,175540,50525,26512,22257,684243,309,684591,62.57
2018,2,Santiago Del Estero,41,2717,41362,18721,3278,31,31,17589,83773,2,83770,35.26
2018,2,Tierra Del Fuego,6,188,40912,2217,75,0,0,107,44199,508,43505,91.61
2018,2,Tucumán,16,6735,79899,44968,27059,1084,8784,1305,169926,31,169850,41.51
2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818,3464882,10564,3471700,62.63
2018,1,Capital Federal,89,10039,292566,222737,487826,227953,127384,0,1359882,6688,1368594,106.24
2018,1,Catamarca,34,2896,14770,6145,3539,41,4,6500,33934,11,33929,32.79
2018,1,Chaco,70,3261,32516,24488,23296,8219,3897,1035,96925,12,96782,30.83
2018,1,Chubut,67,4314,83161,5358,4,5,9,5010,95532,2427,97928,53.72
2018,1,Córdoba,281,23922,222815,104300,266259,57137,29228,10049,713825,101,713991,63.52
2018,1,Corrientes,11,5005,37152,24038,19068,5890,3256,0,94406,11,94420,32.66
2018,1,Entre Ríos,18,8861,90080,45599,37401,9818,5071,0,197346,48,196848,48.68
2018,1,Formosa,1110,3803,10092,5117,10061,1091,1046,0,32328,0,32320,21.4
2018,1,Jujuy,345,4807,27219,8044,3925,49,4,0,44405,1,44393,23.12
2018,1,La Pampa,245,8119,67104,1616,1076,614,98,3503,82668,396,82375,71.75
2018,1,La Rioja,9,1485,40680,4217,5831,19,1,0,52228,17,52242,51.44
2018,1,Mendoza,20,1662,164599,501,266,19,72,33788,199463,1484,200927,37.07
2018,1,Misiones,48,4700,35820,23291,26223,10241,3219,0,103580,0,103542,30.96
2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105,115897,2006,116746,61.52
2018,1,Río Negro,409,5333,74894,530,17997,4972,3129,3975,110057,1062,111239,49.82
2018,1,Salta,116,4459,60334,33088,30771,5145,88,0,133182,1,134001,39.78
2018,1,San Juan,22,1058,57078,11,0,3,0,5068,62610,658,63240,32.61
2018,1,San Luis,57,101,11920,11,0,7,2,9284,21096,300,21382,15.15
2018,1,Santa Cruz,26,120,28600,655,100,1,3,4267,33970,435,33772,33.55
2018,1,Santa Fe,1359,33639,262008,108576,188900,39589,22801,23181,679717,309,680053,62.28
2018,1,Santiago Del Estero,41,2910,41298,18914,3449,33,2,17589,82916,2,84236,34.99
2018,1,Tierra Del Fuego,6,307,33987,2,0,0,0,107,31106,508,34409,65.2
2018,1,Tucumán,16,7472,78811,45675,26405,1218,7082,1305,168026,31,167984,41.18
2017,4,Buenos Aires,3865,55046,1551194,264645,712513,335140,151747,114182,3171206,10690,3188332,57.61
2017,4,Capital Federal,314,31411,517018,284040,458120,178396,114939,0,1575418,6906,1584238,122.9
2017,4,Catamarca,34,3182,15315,5904,2927,43,2,2151,29548,10,29558,28.62
2017,4,Chaco,70,3432,37144,24088,20123,7290,3289,1035,96603,12,96471,30.81
2017,4,Chubut,67,4313,83676,5355,7,5,9,0,91012,2428,93432,51.46
2017,4,Córdoba,291,25411,280837,102892,217602,40898,24251,8429,709874,105,700611,63.33
2017,4,Corrientes,11,5220,41080,23686,16046,5053,2675,0,93760,11,93771,32.52
2017,4,Entre Ríos,1685,9078,95466,45189,30010,7958,4113,0,193654,49,193499,47.89
2017,4,Formosa,1110,4061,13220,4867,6996,977,824,0,32056,0,32055,21.27
2017,4,Jujuy,345,5364,26566,7721,3507,44,3,0,43551,1,43550,22.74
2017,4,La Pampa,310,8729,66053,1227,792,391,81,3503,81675,396,81086,71.05
2017,4,La Rioja,9,1488,40777,4083,5813,22,3,0,52177,17,52195,51.57
2017,4,Mendoza,26,1656,177646,438,278,29,81,0,178661,1490,180154,33.33
2017,4,Misiones,1053,3900,41723,23131,22262,9091,2735,0,103895,0,103895,31.14
2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105,114965,2006,115843,61.24
2017,4,Río Negro,409,5598,81078,485,12502,3447,2440,3719,108702,1062,109678,49.38
2017,4,Salta,636,4275,73284,32842,18968,3559,84,0,132811,1,133648,39.8
2017,4,San Juan,22,1062,57525,9,0,2,2,0,57965,659,58622,30.3
2017,4,San Luis,59,101,12822,8,0,1,7,1902,14604,300,14900,10.59
2017,4,Santa Cruz,68,78,29073,655,100,1,3,0,29018,434,29978,28.91
2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119,672137,323,671964,61.71
2017,4,Santiago Del Estero,41,3091,43544,18773,3359,32,2,0,68842,2,68842,29.13
2017,4,Tierra Del Fuego,6,310,31334,2,0,0,0,0,28346,508,31652,59.89
2017,4,Tucumán,105,8164,78750,45241,24318,1303,4367,0,162298,34,162248,39.9
2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0,3046758,11202,3028468,55.63
2017,3,Capital Federal,283,33924,590689,311411,426300,120675,91917,0,1563289,7070,1575199,121.86
2017,3,Catamarca,52,3204,15383,5758,2563,50,1,0,33467,11,27011,32.49
2017,3,Chaco,95,3496,40059,23008,20307,3827,2004,0,93747,12,92796,29.98
2017,3,Chubut,436,3989,71843,2336,3,0,0,0,81067,2477,78607,46.22
2017,3,Córdoba,327,26154,309161,100113,189302,38131,16741,0,696536,108,679929,62.31
2017,3,Corrientes,24,5629,44305,22785,15576,2635,1607,0,92536,12,92561,32.17
2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0,185414,50,185501,45.96
2017,3,Formosa,1063,3716,13752,5187,6056,899,459,0,32105,0,31132,21.35
2017,3,Jujuy,337,5723,26835,7369,2962,41,2,0,43241,1,43269,22.65
2017,3,La Pampa,343,8244,64794,855,588,327,51,0,79280,410,75202,69.14
2017,3,La Rioja,16,1497,40882,3899,5604,23,3,0,51896,17,51924,51.47
2017,3,Mendoza,32,95,158461,115,67,29,19,0,190958,1533,158818,35.7
2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0,100476,0,100526,30.21
2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0,113755,2029,109276,60.83
2017,3,Río Negro,422,5641,83900,306,10116,2965,1659,0,106393,1103,105009,48.52
2017,3,Salta,645,4494,78830,32433,14620,2315,63,0,132517,1,133400,39.84
2017,3,San Juan,31,1077,57582,1,0,2,2,0,61789,660,58695,32.37
2017,3,San Luis,63,3,12325,7,0,1,7,0,21408,311,12406,15.48
2017,3,Santa Cruz,188,23,29102,542,66,33,1,0,33222,468,29955,33.29
2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0,662086,256,624462,60.91
2017,3,Santiago Del Estero,69,3288,40435,18489,3047,30,2,0,82792,2,65360,35.12
2017,3,Tierra Del Fuego,9,297,33858,0,0,0,0,0,30883,583,34164,65.74
2017,3,Tucumán,109,8948,83070,45302,20514,1361,655,0,160979,33,159959,39.7
2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0,3067430,11201,2976720,56.27
2017,2,Capital Federal,556,35663,726223,304970,378571,80234,37977,0,1592175,8016,1564194,124.06
2017,2,Catamarca,15,3318,15655,5325,2342,47,1,0,26692,13,26703,25.98
2017,2,Chaco,191,3733,42590,22349,18044,3157,545,0,90597,14,90609,29.05
2017,2,Chubut,403,4186,73760,1880,0,0,0,0,62245,1730,80229,35.55
2017,2,Córdoba,251,26862,370865,88479,146683,20351,5069,0,657505,133,658560,58.97
2017,2,Corrientes,15,5912,46483,21776,13043,2218,647,0,90085,12,90094,31.39
2017,2,Entre Ríos,1680,7944,104422,41800,23524,2604,823,0,182675,57,182797,45.39
2017,2,Formosa,1486,3419,14787,4795,4583,749,139,0,29956,0,29958,19.97
2017,2,Jujuy,311,5877,26915,6974,2538,42,1,0,42656,1,42658,22.4
2017,2,La Pampa,356,8633,59045,558,336,244,21,0,72573,449,69193,63.49
2017,2,La Rioja,9,1554,9304,3599,1796,24,2,0,16271,18,16288,16.2
2017,2,Mendoza,109,24,177203,92,50,5,22,0,169302,1451,177505,31.76
2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0,99794,0,99796,30.09
2017,2,Neuquén,1542,1395,81272,849,18051,4774,1703,0,115321,2112,109586,61.91
2017,2,Río Negro,973,5606,88085,245,7990,1921,559,0,100621,998,105379,46.02
2017,2,Salta,594,4719,67576,23185,11333,1068,76,0,108540,1,108551,32.74
2017,2,San Juan,15,193,58588,0,0,0,4,0,51261,620,58800,26.96
2017,2,San Luis,8,4,14014,0,0,1,2,0,12992,315,14029,9.51
2017,2,Santa Cruz,188,24,30913,541,66,33,0,0,26019,369,31765,26.25
2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0,566918,362,567004,52.27
2017,2,Santiago Del Estero,26,3539,20384,6432,2802,16,0,0,33194,2,33199,14.12
2017,2,Tierra Del Fuego,16,285,35409,0,0,0,0,0,31938,619,35710,68.46
2017,2,Tucumán,96,9236,83342,42536,17788,1371,21,0,154374,37,154390,38.19
2017,1,Buenos Aires,6017,83918,2057698,402315,523540,90937,22299,0,3178174,11202,3186724,58.57
2017,1,Capital Federal,510,1409,678922,218487,277195,66536,19881,0,1391030,8016,1262940,108.37
2017,1,Catamarca,15,3328,15861,4901,2161,49,0,0,26304,13,26315,25.66
2017,1,Chaco,191,3835,44544,21467,15671,3025,314,0,89036,14,89047,28.62
2017,1,Chubut,401,4182,73759,1808,0,0,0,0,62166,1730,80150,35.66
2017,1,Córdoba,50,28732,391556,82011,118643,19035,2071,0,641066,133,642098,57.65
2017,1,Corrientes,15,6040,48149,20586,11468,2044,303,0,88596,12,88605,30.94
2017,1,Entre Ríos,1680,8080,108379,39146,20562,2254,317,0,180296,57,180418,44.91
2017,1,Formosa,1535,3538,15473,4446,4058,635,22,0,29705,0,29707,19.84
2017,1,Jujuy,330,6213,27824,6486,2306,44,0,0,43202,1,43203,22.76
2017,1,La Pampa,362,9279,57739,331,192,165,11,0,71458,455,68079,62.67
2017,1,La Rioja,9,1578,9486,3409,1718,22,2,0,16207,18,16224,16.2
2017,1,Mendoza,106,15,177201,86,50,5,22,0,169282,1451,177485,31.84
2017,1,Misiones,1010,4665,45950,23847,19356,2627,166,0,97619,0,97621,29.52
2017,1,Neuquén,1547,1418,83813,902,15130,4223,458,0,113227,2112,107491,61.02
2017,1,Río Negro,986,5647,89622,246,6738,1594,200,0,100288,1000,105033,46.03
2017,1,Salta,579,4861,70922,21554,9386,267,74,0,107632,1,107643,32.58
2017,1,San Juan,8,192,58588,0,0,0,4,0,51253,620,58792,27.04
2017,1,San Luis,8,4,14014,0,0,1,2,0,12992,315,14029,9.55
2017,1,Santa Cruz,190,23,31078,474,68,30,0,0,26116,370,31863,26.52
2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0,562520,362,562613,51.97
2017,1,Santiago Del Estero,26,3772,21659,6218,2786,17,0,0,34473,2,34478,14.7
2017,1,Tierra Del Fuego,16,285,35409,0,0,0,0,0,31938,619,35710,68.92
2017,1,Tucumán,96,9682,86470,39155,15951,1383,13,0,152734,37,152750,37.9
2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0,3131499,11202,3138541,61.24
2016,4,Capital Federal,517,1477,704324,225723,264582,53506,16756,0,1393443,8016,1266885,120.63
2016,4,Catamarca,15,3478,16519,4889,2077,54,0,0,27021,13,27032,26.54
2016,4,Chaco,191,3983,45634,21323,14887,2586,250,0,88833,14,88854,28.79
2016,4,Chubut,401,4493,73951,1352,0,0,0,0,62035,1730,80197,36.07
2016,4,Córdoba,50,29380,404645,77966,108368,15458,1606,0,636422,133,637473,57.7
2016,4,Corrientes,15,6109,48995,20187,10908,1645,234,0,88084,12,88093,30.98
2016,4,Entre Ríos,1680,8253,110296,38491,19509,1801,280,0,180188,57,180310,45.21
2016,4,Formosa,1573,3519,15791,4114,3855,649,17,0,29513,0,29518,19.85
2016,4,Jujuy,303,6225,27778,6143,2134,43,0,0,42624,1,42626,22.65
2016,4,La Pampa,368,9789,56694,16,335,132,11,0,71368,460,67345,63.02
2016,4,La Rioja,9,1646,9635,3334,1675,13,3,0,16298,18,16315,16.46
2016,4,Mendoza,114,16,177194,79,49,5,20,0,169274,1451,177477,32.11
2016,4,Misiones,1010,4783,47454,23433,18371,2215,126,0,97390,0,97392,29.72
2016,4,Neuquén,1539,1406,84859,792,14153,3073,271,0,111723,2112,106093,60.87
2016,4,Río Negro,998,2953,92967,248,6317,1174,122,0,100020,1000,104779,46.39
2016,4,Salta,577,5027,71636,20787,8611,239,70,0,106934,1,106947,32.69
2016,4,San Juan,8,220,58608,0,0,0,4,0,51301,620,58840,27.29
2016,4,San Luis,8,4,14014,0,0,1,2,0,12992,315,14029,9.64
2016,4,Santa Cruz,189,23,31369,342,80,10,0,0,26094,370,32013,27.05
2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0,561470,362,561542,52.19
2016,4,Santiago Del Estero,26,3925,22246,6178,2664,15,0,0,35049,2,35054,15.07
2016,4,Tierra Del Fuego,16,285,35409,0,0,0,0,0,31938,619,35710,70.31
2016,4,Tucumán,96,10021,87994,37721,14389,1400,10,0,151615,37,151631,37.98
2016,3,Buenos Aires,5856,107945,2148475,393530,399116,52900,13318,0,3075387,11205,3121140,60.14
2016,3,Capital Federal,331,995,759028,208249,240856,38341,13886,0,1395053,8051,1261686,120.77
2016,3,Catamarca,15,4038,16183,4845,1853,50,0,0,26957,13,26984,26.48
2016,3,Chaco,190,5227,46821,21193,13746,2022,217,0,89216,14,89416,28.91
2016,3,Chubut,466,5190,74375,674,0,0,0,0,62222,1730,80705,36.18
2016,3,Córdoba,48,41329,415075,75988,99225,11691,1322,0,642458,133,644678,58.24
2016,3,Corrientes,15,7425,49471,19956,10006,1263,210,0,88328,12,88346,31.07
2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0,181092,57,181226,45.44
2016,3,Formosa,1723,4277,15581,3964,3658,648,10,0,27716,0,29861,18.64
2016,3,Jujuy,286,6878,27425,5943,1978,31,0,0,42537,1,42541,22.61
2016,3,La Pampa,374,10187,55792,15,224,114,11,0,69903,461,66717,61.73
2016,3,La Rioja,9,2349,9686,3316,1562,11,2,0,16912,18,16935,17.07
2016,3,Mendoza,37,10,178186,73,48,5,17,0,169174,1450,178376,32.09
2016,3,Misiones,1010,6030,48871,23394,17043,1559,91,0,97997,0,97998,29.91
2016,3,Neuquén,1531,1527,87404,680,12541,2118,225,0,110491,2112,106026,60.21
2016,3,Río Negro,1007,6026,90689,207,5953,790,99,0,100024,1002,104771,46.39
2016,3,Salta,1107,6922,71214,20229,8099,197,50,0,107790,1,107818,32.96
2016,3,San Juan,8,245,58577,0,0,0,2,0,51348,620,58832,27.32
2016,3,San Luis,7,4,14077,0,0,1,2,0,12978,315,14091,9.63
2016,3,Santa Cruz,189,22,31904,221,52,9,0,0,25886,371,32397,26.84
2016,3,Santa Fe,3958,49501,360606,72657,69864,10210,1308,0,566625,386,568104,52.67
2016,3,Santiago Del Estero,26,5097,22747,6216,2497,9,0,0,35658,2,36592,15.33
2016,3,Tierra Del Fuego,16,285,35080,0,0,0,0,0,31306,619,35381,68.94
